fname,violence,protest,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
train-00094.jpg,0.073056741,1,1,0,0,0,1,0,0,0,0,0
train-00095.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00096.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00097.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00098.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00099.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00100.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00101.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00102.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00103.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00104.jpg,0.824627214,1,0,0,1,1,0,1,0,0,1,0
train-00105.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00106.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00107.jpg,0.485495466,1,1,0,0,1,0,1,0,0,0,0
train-00108.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00109.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00110.jpg,0.212612336,1,1,0,0,0,0,1,0,0,0,0
train-00111.jpg,0.404605843,1,1,0,0,0,0,1,1,1,0,0
train-00112.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00113.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00114.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00115.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00116.jpg,0.288642249,1,1,0,0,0,0,1,0,0,0,0
train-00117.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00118.jpg,0.227471014,1,1,0,0,0,0,1,0,0,0,0
train-00119.jpg,0.236956817,1,1,0,0,0,0,1,0,0,0,0
train-00120.jpg,0.46598233,1,1,0,0,0,0,0,1,0,0,0
train-00121.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00122.jpg,0.440288548,1,1,0,0,0,0,1,0,0,0,0
train-00123.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00124.jpg,0.209356013,1,1,0,0,0,0,1,0,0,0,0
train-00125.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00126.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00127.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00128.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00129.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00130.jpg,0.360045315,1,1,0,0,0,0,1,0,0,0,0
train-00131.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00132.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00133.jpg,0.638088628,1,1,0,1,0,0,1,0,0,1,0
train-00134.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00135.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00136.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00137.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00138.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00139.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00140.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00141.jpg,0.417511519,1,1,0,0,0,0,1,1,0,0,0
train-00142.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00143.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00144.jpg,0.339401068,1,1,0,0,0,0,1,0,0,0,0
train-00145.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00146.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00147.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00148.jpg,0.191465234,1,1,0,0,0,0,1,0,0,0,0
train-00149.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00150.jpg,0.273155106,1,1,0,0,0,0,1,0,0,0,0
train-00151.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00152.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00153.jpg,0.423123125,1,1,0,0,0,0,1,0,0,0,0
train-00154.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00155.jpg,0.410270609,1,1,0,0,0,0,1,0,0,0,0
train-00156.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00157.jpg,0.235668232,1,1,0,0,0,0,0,0,0,0,0
train-00158.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00159.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00160.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00161.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00162.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00163.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00164.jpg,0.47177195,1,0,0,0,0,0,1,1,0,0,0
train-00165.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00166.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00167.jpg,0.411788367,1,1,0,0,0,0,1,1,0,0,0
train-00168.jpg,0.341645556,1,1,1,0,0,0,1,0,0,0,0
train-00169.jpg,0.448473345,1,1,0,0,0,0,0,0,0,0,0
train-00170.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00171.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00172.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00173.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00174.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00175.jpg,0.369656765,1,1,0,0,0,0,1,0,0,1,0
train-00176.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00177.jpg,0.369148914,1,1,0,0,0,0,1,0,0,0,0
train-00178.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00179.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00180.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00181.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00182.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00183.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00184.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00185.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00186.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00187.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00188.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00189.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00190.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00191.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00192.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00193.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00194.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00195.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00196.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00197.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00198.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00199.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00200.jpg,0.453295797,1,1,0,0,0,0,1,1,1,0,0
train-00201.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00202.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00203.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00204.jpg,0.418199747,1,1,0,0,0,0,1,0,0,0,1
train-00205.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00206.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00207.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00208.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00209.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00210.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00211.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00212.jpg,0.193217706,1,1,0,0,0,0,1,0,0,0,0
train-00213.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00214.jpg,0.470815674,1,1,0,0,0,0,1,1,0,0,0
train-00215.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00216.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00217.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00218.jpg,0.336449936,1,0,0,0,0,0,1,1,0,0,0
train-00219.jpg,0.384355593,1,1,0,0,0,0,1,0,0,0,0
train-00220.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00221.jpg,0.75889583,1,1,0,1,0,0,1,0,0,0,0
train-00222.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00223.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00224.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00225.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00226.jpg,0.432492296,1,1,0,0,0,0,1,0,0,1,0
train-00227.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00228.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00229.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00230.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00231.jpg,0.458293383,1,1,0,0,0,0,1,1,1,0,0
train-00232.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00233.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00234.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00235.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00236.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00237.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00238.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00239.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00240.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00241.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00242.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00243.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00244.jpg,0.467964165,1,1,0,0,0,0,1,1,0,0,0
train-00245.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00246.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00247.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00248.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00249.jpg,0.481037969,1,1,0,0,0,0,0,0,1,1,0
train-00250.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00251.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00252.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00253.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00254.jpg,0.70210205,1,0,0,1,1,0,0,0,0,0,0
train-00255.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00256.jpg,0.117551005,1,1,0,0,0,0,0,0,0,0,0
train-00257.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00258.jpg,0.294763989,1,1,0,0,0,0,1,0,0,0,0
train-00259.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00260.jpg,0.324638588,1,1,0,0,0,0,1,1,0,0,0
train-00261.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00262.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00263.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00264.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00265.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00266.jpg,0.195866384,1,1,0,0,0,0,0,0,0,0,0
train-00267.jpg,0.35131969,1,1,0,0,0,0,1,0,0,0,0
train-00268.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00269.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00270.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00271.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00272.jpg,0.120315453,1,1,0,0,0,0,1,0,0,0,0
train-00273.jpg,0.274356655,1,1,0,0,0,0,1,0,0,0,0
train-00274.jpg,0.350364881,1,0,0,0,0,0,1,1,0,0,0
train-00275.jpg,0.2714077,1,1,0,0,0,0,0,0,0,0,0
train-00276.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00277.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00278.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00279.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00280.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00281.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00282.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00283.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00284.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00285.jpg,0.580157584,1,1,0,1,0,0,1,0,1,0,0
train-00286.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00287.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00288.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00289.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00290.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00291.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00292.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00293.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00294.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00295.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00296.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00297.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00298.jpg,0.329115513,1,1,0,0,0,0,1,0,0,0,0
train-00299.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00300.jpg,0.60320899,1,1,1,1,0,0,0,0,0,0,0
train-00301.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00302.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00303.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00304.jpg,0.229463436,1,1,0,0,0,0,1,0,0,0,0
train-00305.jpg,0.348997326,1,0,0,0,1,1,0,0,0,0,1
train-00306.jpg,0.49649002,1,1,0,0,0,0,1,0,0,0,0
train-00307.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00308.jpg,0.318395527,1,1,0,0,0,0,0,0,0,1,0
train-00309.jpg,0.620267776,1,1,0,0,1,0,1,0,0,0,1
train-00310.jpg,0.324600299,1,1,0,0,0,0,1,0,0,0,0
train-00311.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00312.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00313.jpg,0.262154231,1,1,0,0,0,0,1,0,0,0,0
train-00314.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00315.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00316.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00317.jpg,0.329489912,1,1,0,0,0,0,0,0,0,0,0
train-00318.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00319.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00320.jpg,0.398908829,1,0,0,0,0,0,1,1,0,0,0
train-00321.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00322.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00323.jpg,0.147309049,1,1,0,0,0,0,0,0,0,0,0
train-00324.jpg,0.307180773,1,1,0,0,0,0,1,0,0,0,0
train-00325.jpg,0.23312143,1,1,0,0,0,0,0,0,0,0,1
train-00326.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00327.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00328.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00329.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00330.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00331.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00332.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00333.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00334.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00335.jpg,0.329510071,1,1,0,0,0,0,1,0,0,0,0
train-00336.jpg,0.31771776,1,1,0,0,0,0,1,1,0,0,0
train-00337.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00338.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00339.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00340.jpg,0.701463048,1,0,0,1,1,0,0,0,0,1,0
train-00341.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00342.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00343.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00344.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00345.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00346.jpg,0.498187311,1,1,0,0,0,0,1,0,0,0,0
train-00347.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00348.jpg,0.329668359,1,1,1,0,0,0,1,0,0,0,0
train-00349.jpg,0.289211621,1,1,0,0,0,0,1,1,0,0,0
train-00350.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00351.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00352.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00353.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00354.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00355.jpg,0.198522441,1,1,0,0,0,0,1,0,0,0,0
train-00356.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00357.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00358.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00359.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00360.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00361.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00362.jpg,0.451170718,1,1,0,0,0,0,1,1,0,0,0
train-00363.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00364.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00365.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00366.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00367.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00368.jpg,0.436938686,1,1,0,0,0,0,1,1,0,0,0
train-00369.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00370.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00371.jpg,0.364019795,1,1,0,0,0,0,0,0,1,0,1
train-00372.jpg,0.719351277,1,0,0,1,1,0,0,0,0,0,0
train-00373.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00374.jpg,0.164106835,1,1,0,0,0,1,0,0,0,0,0
train-00375.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00376.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00377.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00378.jpg,0.460373033,1,1,0,0,0,0,1,0,0,0,0
train-00379.jpg,0.159968942,1,1,0,0,0,0,1,1,0,0,0
train-00380.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00381.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00382.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00383.jpg,0.428069125,1,1,0,0,0,0,1,1,0,0,0
train-00384.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00385.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00386.jpg,0.431876199,1,0,0,1,0,0,0,0,0,1,0
train-00387.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00388.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00389.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00390.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00391.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00392.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00393.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00394.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00395.jpg,0.257610078,1,1,0,0,0,0,1,0,0,0,0
train-00396.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00397.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00398.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00399.jpg,0.352421347,1,1,0,0,0,0,1,0,0,0,0
train-00400.jpg,0.606331141,1,0,0,0,1,0,1,1,1,1,0
train-00401.jpg,0.31192264,1,1,0,0,0,0,1,0,0,0,0
train-00402.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00403.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00404.jpg,0.294218596,1,1,0,0,0,0,1,0,0,0,0
train-00405.jpg,0.382675362,1,1,0,0,0,0,1,1,1,0,0
train-00406.jpg,0,0,0,0,0,0,0,0,0,0,0,0
train-00407.jpg,0,0,0,0,0,0,0,0,0,0,0,0
